,0
1230,2.3137343235049275
1231,2.9189999999999996
1232,2.3106393882128633
1233,1.355
1234,2.3398316762295104
1235,2.3133333333333335
1236,2.355
1237,2.251032676038196
1238,2.326387286604853
1239,2.2642857142857142
1240,2.2837309794248983
1241,2.091928410005944
1242,2.334253352303706
1243,1.0
1244,2.230227244977245
1245,2.1389599400043706
1246,2.5292019586291143
1247,2.3440695222231698
1248,2.340574184401772
1249,2.327357711083828
1250,1.662714285714286
1251,2.5361465273761596
1252,2.4732581406685505
1253,2.086221154870147
1254,2.0175
1255,2.26798530380197
1256,2.315019052422155
1257,1.3488333333333336
1258,1.7
1259,2.2930498631449807
1260,1.6866666666666665
1261,2.1668336940836936
1262,2.0
1263,2.2344649100899105
1264,1.637190476190476
1265,2.3673571428571427
1266,2.2833115095303107
1267,2.481370554535391
1268,2.405957748926148
1269,2.309803844284734
1270,2.2863525100763056
1271,2.47
1272,1.7837619047619047
1273,2.261861310021084
1274,2.393274463148407
1275,1.9279530116276933
1276,2.11139676989677
1277,2.802142857142857
1278,2.042607142857143
1279,2.3153670616053983
1280,2.4233432689551146
1281,2.5274975876358234
1282,2.351658930690413
1283,2.2930498631449807
1284,2.353167834411375
1285,2.538628280710164
1286,2.5261643323996266
1287,2.712150793650794
1288,1.3975
1289,2.1377357087357085
1290,2.5609605152019737
1291,2.4179590552701926
1292,2.308292437825333
1293,2.1538333333333335
1294,2.283333333333333
1295,2.2863525100763056
1296,2.3791904761904763
1297,1.5945000000000003
1298,2.867907647907648
1299,1.999561131850605
1300,2.3056233564593054
1301,2.0365201465201466
1302,1.7754179894788995
1303,2.0877917175417173
1304,2.601666666666666
1305,2.326387286604853
1306,2.347941045405147
1307,2.214
1308,2.43375
1309,2.3610977627514798
1310,2.2708198713051657
1311,1.52
1312,2.211269952269952
1313,1.8243669179118083
1314,2.69
1315,2.1225
1316,2.230966316546738
1317,2.046666666666667
1318,2.6954681225637103
1319,1.45
1320,2.363778044806418
1321,2.9133333333333336
1322,2.3935160117660117
1323,2.8124285714285713
1324,2.325379358522059
1325,1.9163690476190476
1326,2.602237880780391
1327,2.627147470634463
1328,2.3588136074244828
1329,2.5065346320346324
1330,2.351658930690413
1331,2.3738371534508733
1332,2.2630000000000003
1333,2.282060769296063
1334,2.4323333333333337
1335,2.5361465273761596
1336,1.6675
1337,2.4346329615062
1338,2.3192216189560018
1339,2.131768907563025
1340,1.79
1341,2.3577799222420674
1342,2.079
1343,2.6791904761904766
1344,2.16
1345,2.280446592316894
1346,2.4110973030914193
1347,2.4660555555555557
1348,1.724547619047619
1349,2.0868333333333333
1350,2.3311141146435257
1351,2.315019052422155
1352,2.6860714285714278
1353,2.3390321504333316
1354,2.3324920634920634
